component_id,driver_count,customer_count,pair_count,high_risk_pair_count,average_pair_score,maximum_pair_score,rare_shared_entity_count,weighted_internal_edge_sum,component_density,network_risk_score,high_risk_pair_ratio,component_risk_tier
ride_component_1246,1,1,1,0,19.41,19.41,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_645,1,1,1,0,37.03,37.03,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_753,1,1,1,0,18.38,18.38,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_780,1,1,1,0,18.56,18.56,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_864,1,1,1,0,18.9,18.9,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_875,1,1,1,0,8.73,8.73,0,0,0.0,5.3,0.0,LOW_PRIORITY
ride_component_765,1,1,1,0,18.41,18.41,0,0,0.0,5.29,0.0,LOW_PRIORITY
ride_component_112,1,1,1,0,32.14,32.14,0,0,0.0,5.28,0.0,LOW_PRIORITY
ride_component_1266,1,1,1,0,19.09,19.09,0,0,0.0,5.28,0.0,LOW_PRIORITY
ride_component_810,1,1,1,0,18.35,18.35,0,0,0.0,5.28,0.0,LOW_PRIORITY
ride_component_1447,1,1,1,0,8.91,8.91,0,0,0.0,5.27,0.0,LOW_PRIORITY
ride_component_1163,1,1,1,0,8.63,8.63,0,0,0.0,5.26,0.0,LOW_PRIORITY
ride_component_800,1,1,1,0,18.09,18.09,0,0,0.0,5.26,0.0,LOW_PRIORITY
ride_component_828,1,1,1,0,18.19,18.19,0,0,0.0,5.26,0.0,LOW_PRIORITY
ride_component_1326,1,1,1,0,18.74,18.74,0,0,0.0,5.25,0.0,LOW_PRIORITY
ride_component_659,1,1,1,0,17.16,17.16,0,0,0.0,5.24,0.0,LOW_PRIORITY
ride_component_992,1,1,1,0,8.25,8.25,0,0,0.0,5.24,0.0,LOW_PRIORITY
ride_component_1390,1,1,1,0,8.43,8.43,0,0,0.0,5.23,0.0,LOW_PRIORITY
ride_component_926,1,1,1,0,17.91,17.91,0,0,0.0,5.22,0.0,LOW_PRIORITY
ride_component_1060,1,1,1,0,18.05,18.05,0,0,0.0,5.21,0.0,LOW_PRIORITY
ride_component_1084,1,1,1,0,7.94,7.94,0,0,0.0,5.21,0.0,LOW_PRIORITY
ride_component_1151,1,1,1,0,18.0,18.0,0,0,0.0,5.21,0.0,LOW_PRIORITY
ride_component_951,1,1,1,0,17.78,17.78,0,0,0.0,5.2,0.0,LOW_PRIORITY
ride_component_905,1,1,1,0,17.46,17.46,0,0,0.0,5.19,0.0,LOW_PRIORITY
ride_component_946,1,1,1,0,17.47,17.47,0,0,0.0,5.18,0.0,LOW_PRIORITY
ride_component_1081,1,1,1,0,35.83,35.83,0,0,0.0,5.15,0.0,LOW_PRIORITY
ride_component_1284,1,1,1,0,17.25,17.25,0,0,0.0,5.15,0.0,LOW_PRIORITY
ride_component_243,1,1,1,0,30.63,30.63,0,0,0.0,5.13,0.0,LOW_PRIORITY
ride_component_643,1,1,1,0,15.09,15.09,0,0,0.0,5.1,0.0,LOW_PRIORITY
ride_component_202,1,1,1,0,29.68,29.68,0,0,0.0,5.09,0.0,LOW_PRIORITY
ride_component_305,1,1,1,0,30.41,30.41,0,0,0.0,5.09,0.0,LOW_PRIORITY
ride_component_843,1,1,1,0,34.13,34.13,0,0,0.0,5.08,0.0,LOW_PRIORITY
ride_component_995,1,1,1,0,15.72,15.72,0,0,0.0,5.05,0.0,LOW_PRIORITY
ride_component_216,1,1,1,0,28.3,28.3,0,0,0.0,5.01,0.0,LOW_PRIORITY
ride_component_276,1,1,1,0,28.52,28.52,0,0,0.0,5.0,0.0,LOW_PRIORITY
ride_component_1168,1,1,1,0,32.86,32.86,0,0,0.0,4.98,0.0,LOW_PRIORITY
ride_component_1149,1,1,1,0,32.53,32.53,0,0,0.0,4.96,0.0,LOW_PRIORITY
ride_component_861,1,1,1,0,31.7,31.7,0,0,0.0,4.94,0.0,LOW_PRIORITY
ride_component_1439,1,1,1,0,13.46,13.46,0,0,0.0,4.88,0.0,LOW_PRIORITY
ride_component_1330,1,1,1,0,30.89,30.89,0,0,0.0,4.86,0.0,LOW_PRIORITY
ride_component_1373,1,1,1,0,30.86,30.86,0,0,0.0,4.86,0.0,LOW_PRIORITY
ride_component_285,1,1,1,0,26.25,26.25,0,0,0.0,4.86,0.0,LOW_PRIORITY
ride_component_823,1,1,1,0,30.16,30.16,0,0,0.0,4.86,0.0,LOW_PRIORITY
ride_component_825,1,1,1,0,12.53,12.53,0,0,0.0,4.86,0.0,LOW_PRIORITY
ride_component_95,1,1,1,0,24.26,24.26,0,0,0.0,4.85,0.0,LOW_PRIORITY
ride_component_685,1,1,1,0,28.66,28.66,0,0,0.0,4.81,0.0,LOW_PRIORITY
ride_component_1435,1,1,1,0,12.35,12.35,0,0,0.0,4.8,0.0,LOW_PRIORITY
ride_component_748,1,1,1,0,11.2,11.2,0,0,0.0,4.79,0.0,LOW_PRIORITY
ride_component_855,1,1,1,0,11.66,11.66,0,0,0.0,4.79,0.0,LOW_PRIORITY
ride_component_781,1,1,1,0,10.83,10.83,0,0,0.0,4.75,0.0,LOW_PRIORITY
ride_component_1500,1,1,1,0,11.61,11.61,0,0,0.0,4.74,0.0,LOW_PRIORITY
ride_component_1413,1,1,1,0,11.47,11.47,0,0,0.0,4.73,0.0,LOW_PRIORITY
ride_component_949,1,1,1,0,11.05,11.05,0,0,0.0,4.73,0.0,LOW_PRIORITY
ride_component_830,1,1,1,0,10.57,10.57,0,0,0.0,4.72,0.0,LOW_PRIORITY
ride_component_797,1,1,1,0,10.39,10.39,0,0,0.0,4.71,0.0,LOW_PRIORITY
ride_component_812,1,1,1,0,10.23,10.23,0,0,0.0,4.7,0.0,LOW_PRIORITY
ride_component_477,1,1,1,0,24.93,24.93,0,0,0.0,4.69,0.0,LOW_PRIORITY
ride_component_552,1,1,1,0,25.73,25.73,0,0,0.0,4.69,0.0,LOW_PRIORITY
ride_component_757,1,1,1,0,9.66,9.66,0,0,0.0,4.68,0.0,LOW_PRIORITY
ride_component_1208,1,1,1,0,10.47,10.47,0,0,0.0,4.67,0.0,LOW_PRIORITY
ride_component_419,1,1,1,0,24.12,24.12,0,0,0.0,4.67,0.0,LOW_PRIORITY
ride_component_1295,1,1,1,0,10.37,10.37,0,0,0.0,4.66,0.0,LOW_PRIORITY
ride_component_1355,1,1,1,0,10.21,10.21,0,0,0.0,4.65,0.0,LOW_PRIORITY
ride_component_437,1,1,1,0,23.96,23.96,0,0,0.0,4.65,0.0,LOW_PRIORITY
ride_component_1380,1,1,1,0,9.81,9.81,0,0,0.0,4.62,0.0,LOW_PRIORITY
ride_component_482,1,1,1,0,23.85,23.85,0,0,0.0,4.62,0.0,LOW_PRIORITY
ride_component_1078,1,1,1,0,26.24,26.24,0,0,0.0,4.61,0.0,LOW_PRIORITY
ride_component_1450,1,1,1,0,9.78,9.78,0,0,0.0,4.61,0.0,LOW_PRIORITY
ride_component_1479,1,1,1,0,9.77,9.77,0,0,0.0,4.61,0.0,LOW_PRIORITY
ride_component_1486,1,1,1,0,9.76,9.76,0,0,0.0,4.61,0.0,LOW_PRIORITY
ride_component_1291,1,1,1,0,9.49,9.49,0,0,0.0,4.6,0.0,LOW_PRIORITY
ride_component_1027,1,1,1,0,8.97,8.97,0,0,0.0,4.57,0.0,LOW_PRIORITY
ride_component_1290,1,1,1,0,9.18,9.18,0,0,0.0,4.57,0.0,LOW_PRIORITY
ride_component_1125,1,1,1,0,8.83,8.83,0,0,0.0,4.56,0.0,LOW_PRIORITY
ride_component_1442,1,1,1,0,9.03,9.03,0,0,0.0,4.56,0.0,LOW_PRIORITY
ride_component_519,1,1,1,0,22.94,22.94,0,0,0.0,4.55,0.0,LOW_PRIORITY
ride_component_872,1,1,1,0,24.95,24.95,0,0,0.0,4.55,0.0,LOW_PRIORITY
ride_component_929,1,1,1,0,8.31,8.31,0,0,0.0,4.54,0.0,LOW_PRIORITY
ride_component_1498,1,1,1,0,8.42,8.42,0,0,0.0,4.52,0.0,LOW_PRIORITY
ride_component_469,1,1,1,0,22.02,22.02,0,0,0.0,4.52,0.0,LOW_PRIORITY
ride_component_889,1,1,1,0,7.96,7.96,0,0,0.0,4.52,0.0,LOW_PRIORITY
ride_component_1392,1,1,1,0,8.29,8.29,0,0,0.0,4.51,0.0,LOW_PRIORITY
ride_component_631,1,1,1,0,23.16,23.16,0,0,0.0,4.51,0.0,LOW_PRIORITY
ride_component_993,1,1,1,0,8.11,8.11,0,0,0.0,4.51,0.0,LOW_PRIORITY
ride_component_1025,1,1,1,0,8.02,8.02,0,0,0.0,4.5,0.0,LOW_PRIORITY
ride_component_1514,1,1,1,0,8.18,8.18,0,0,0.0,4.5,0.0,LOW_PRIORITY
ride_component_500,1,1,1,0,21.61,21.61,0,0,0.0,4.49,0.0,LOW_PRIORITY
ride_component_554,1,1,1,0,22.13,22.13,0,0,0.0,4.49,0.0,LOW_PRIORITY
ride_component_507,1,1,1,0,21.38,21.38,0,0,0.0,4.47,0.0,LOW_PRIORITY
ride_component_1040,1,1,1,0,7.46,7.46,0,0,0.0,4.46,0.0,LOW_PRIORITY
ride_component_1354,1,1,1,0,7.62,7.62,0,0,0.0,4.46,0.0,LOW_PRIORITY
ride_component_862,1,1,1,0,22.86,22.86,0,0,0.0,4.44,0.0,LOW_PRIORITY
ride_component_700,1,1,1,0,21.99,21.99,0,0,0.0,4.43,0.0,LOW_PRIORITY
ride_component_813,1,1,1,0,22.46,22.46,0,0,0.0,4.43,0.0,LOW_PRIORITY
ride_component_564,1,1,1,0,20.62,20.62,0,0,0.0,4.4,0.0,LOW_PRIORITY
ride_component_1010,1,1,1,0,22.24,22.24,0,0,0.0,4.39,0.0,LOW_PRIORITY
ride_component_578,1,1,1,0,20.1,20.1,0,0,0.0,4.36,0.0,LOW_PRIORITY
ride_component_834,1,1,1,0,21.31,21.31,0,0,0.0,4.36,0.0,LOW_PRIORITY
ride_component_1135,1,1,1,0,21.78,21.78,0,0,0.0,4.35,0.0,LOW_PRIORITY
ride_component_600,1,1,1,0,19.65,19.65,0,0,0.0,4.33,0.0,LOW_PRIORITY
ride_component_1169,1,1,1,0,21.22,21.22,0,0,0.0,4.32,0.0,LOW_PRIORITY
ride_component_793,1,1,1,0,20.54,20.54,0,0,0.0,4.32,0.0,LOW_PRIORITY
ride_component_623,1,1,1,0,19.29,19.29,0,0,0.0,4.3,0.0,LOW_PRIORITY
ride_component_650,1,1,1,0,19.49,19.49,0,0,0.0,4.3,0.0,LOW_PRIORITY
ride_component_694,1,1,1,0,19.61,19.61,0,0,0.0,4.3,0.0,LOW_PRIORITY
ride_component_658,1,1,1,0,19.31,19.31,0,0,0.0,4.29,0.0,LOW_PRIORITY
ride_component_826,1,1,1,0,20.13,20.13,0,0,0.0,4.29,0.0,LOW_PRIORITY
ride_component_333,1,1,1,0,16.28,16.28,0,0,0.0,4.28,0.0,LOW_PRIORITY
ride_component_666,1,1,1,0,19.04,19.04,0,0,0.0,4.27,0.0,LOW_PRIORITY
ride_component_1185,1,1,1,0,20.23,20.23,0,0,0.0,4.26,0.0,LOW_PRIORITY
ride_component_724,1,1,1,0,19.07,19.07,0,0,0.0,4.26,0.0,LOW_PRIORITY
ride_component_1064,1,1,1,0,19.82,19.82,0,0,0.0,4.25,0.0,LOW_PRIORITY
ride_component_1393,1,1,1,0,20.08,20.08,0,0,0.0,4.25,0.0,LOW_PRIORITY
ride_component_723,1,1,1,0,18.94,18.94,0,0,0.0,4.25,0.0,LOW_PRIORITY
ride_component_829,1,1,1,0,19.48,19.48,0,0,0.0,4.25,0.0,LOW_PRIORITY
ride_component_783,1,1,1,0,19.08,19.08,0,0,0.0,4.24,0.0,LOW_PRIORITY
ride_component_1400,1,1,1,0,19.78,19.78,0,0,0.0,4.23,0.0,LOW_PRIORITY
ride_component_1369,1,1,1,0,19.56,19.56,0,0,0.0,4.22,0.0,LOW_PRIORITY
ride_component_768,1,1,1,0,18.66,18.66,0,0,0.0,4.22,0.0,LOW_PRIORITY
ride_component_937,1,1,1,0,19.16,19.16,0,0,0.0,4.22,0.0,LOW_PRIORITY
ride_component_1375,1,1,1,0,19.18,19.18,0,0,0.0,4.2,0.0,LOW_PRIORITY
ride_component_1490,1,1,1,0,19.13,19.13,0,0,0.0,4.2,0.0,LOW_PRIORITY
ride_component_994,1,1,1,0,18.85,18.85,0,0,0.0,4.2,0.0,LOW_PRIORITY
ride_component_1258,1,1,1,0,18.88,18.88,0,0,0.0,4.19,0.0,LOW_PRIORITY
ride_component_1462,1,1,1,0,19.03,19.03,0,0,0.0,4.19,0.0,LOW_PRIORITY
ride_component_998,1,1,1,0,18.8,18.8,0,0,0.0,4.19,0.0,LOW_PRIORITY
ride_component_131,1,1,1,0,55.73,55.73,0,0,0.0,4.18,0.0,LOW_PRIORITY
ride_component_777,1,1,1,0,18.04,18.04,0,0,0.0,4.18,0.0,LOW_PRIORITY
ride_component_974,1,1,1,0,18.37,18.37,0,0,0.0,4.17,0.0,LOW_PRIORITY
ride_component_1211,1,1,1,0,18.4,18.4,0,0,0.0,4.16,0.0,LOW_PRIORITY
ride_component_1332,1,1,1,0,18.52,18.52,0,0,0.0,4.16,0.0,LOW_PRIORITY
ride_component_1409,1,1,1,0,18.41,18.41,0,0,0.0,4.16,0.0,LOW_PRIORITY
ride_component_867,1,1,1,0,17.99,17.99,0,0,0.0,4.16,0.0,LOW_PRIORITY
ride_component_904,1,1,1,0,17.8,17.8,0,0,0.0,4.15,0.0,LOW_PRIORITY
ride_component_1104,1,1,1,0,17.92,17.92,0,0,0.0,4.14,0.0,LOW_PRIORITY
ride_component_1228,1,1,1,0,17.99,17.99,0,0,0.0,4.14,0.0,LOW_PRIORITY
ride_component_1127,1,1,1,0,17.85,17.85,0,0,0.0,4.13,0.0,LOW_PRIORITY
ride_component_947,1,1,1,0,17.6,17.6,0,0,0.0,4.13,0.0,LOW_PRIORITY
ride_component_996,1,1,1,0,17.73,17.73,0,0,0.0,4.13,0.0,LOW_PRIORITY
ride_component_1248,1,1,1,0,17.75,17.75,0,0,0.0,4.12,0.0,LOW_PRIORITY
ride_component_1253,1,1,1,0,17.74,17.74,0,0,0.0,4.12,0.0,LOW_PRIORITY
ride_component_1278,1,1,1,0,17.72,17.72,0,0,0.0,4.12,0.0,LOW_PRIORITY
ride_component_884,1,1,1,0,17.36,17.36,0,0,0.0,4.12,0.0,LOW_PRIORITY
ride_component_1023,1,1,1,0,17.4,17.4,0,0,0.0,4.11,0.0,LOW_PRIORITY
ride_component_906,1,1,1,0,17.23,17.23,0,0,0.0,4.11,0.0,LOW_PRIORITY
ride_component_1154,1,1,1,0,17.17,17.17,0,0,0.0,4.09,0.0,LOW_PRIORITY
ride_component_1182,1,1,1,0,17.14,17.14,0,0,0.0,4.09,0.0,LOW_PRIORITY
ride_component_1223,1,1,1,0,16.74,16.74,0,0,0.0,4.07,0.0,LOW_PRIORITY
ride_component_935,1,1,1,0,16.42,16.42,0,0,0.0,4.06,0.0,LOW_PRIORITY
ride_component_639,1,1,1,0,13.56,13.56,0,0,0.0,3.97,0.0,LOW_PRIORITY
ride_component_445,1,1,1,0,52.11,52.11,0,0,0.0,3.95,0.0,LOW_PRIORITY
ride_component_1455,1,1,1,0,14.27,14.27,0,0,0.0,3.92,0.0,LOW_PRIORITY
ride_component_1160,1,1,1,0,13.88,13.88,0,0,0.0,3.91,0.0,LOW_PRIORITY
ride_component_1361,1,1,1,0,14.04,14.04,0,0,0.0,3.91,0.0,LOW_PRIORITY
ride_component_907,1,1,1,0,13.05,13.05,0,0,0.0,3.88,0.0,LOW_PRIORITY
ride_component_1283,1,1,1,0,13.3,13.3,0,0,0.0,3.87,0.0,LOW_PRIORITY
ride_component_1407,1,1,1,0,12.92,12.92,0,0,0.0,3.85,0.0,LOW_PRIORITY
ride_component_1419,1,1,1,0,12.73,12.73,0,0,0.0,3.84,0.0,LOW_PRIORITY
ride_component_1230,1,1,1,0,12.34,12.34,0,0,0.0,3.82,0.0,LOW_PRIORITY
ride_component_927,1,1,1,0,11.86,11.86,0,0,0.0,3.81,0.0,LOW_PRIORITY
ride_component_1513,1,1,1,0,12.06,12.06,0,0,0.0,3.8,0.0,LOW_PRIORITY
ride_component_614,1,1,1,0,10.48,10.48,0,0,0.0,3.8,0.0,LOW_PRIORITY
ride_component_1356,1,1,1,0,11.87,11.87,0,0,0.0,3.79,0.0,LOW_PRIORITY
ride_component_1067,1,1,1,0,11.5,11.5,0,0,0.0,3.78,0.0,LOW_PRIORITY
ride_component_1260,1,1,1,0,11.49,11.49,0,0,0.0,3.77,0.0,LOW_PRIORITY
ride_component_1472,1,1,1,0,11.56,11.56,0,0,0.0,3.77,0.0,LOW_PRIORITY
ride_component_182,1,1,1,0,44.79,44.79,0,0,0.0,3.77,0.0,LOW_PRIORITY
ride_component_740,1,1,1,0,10.26,10.26,0,0,0.0,3.76,0.0,LOW_PRIORITY
ride_component_1119,1,1,1,0,11.04,11.04,0,0,0.0,3.75,0.0,LOW_PRIORITY
ride_component_1386,1,1,1,0,11.1,11.1,0,0,0.0,3.74,0.0,LOW_PRIORITY
ride_component_660,1,1,1,0,48.03,48.03,0,0,0.0,3.74,0.0,LOW_PRIORITY
ride_component_431,1,1,1,0,45.93,45.93,0,0,0.0,3.73,0.0,LOW_PRIORITY
ride_component_778,1,1,1,0,10.02,10.02,0,0,0.0,3.73,0.0,LOW_PRIORITY
ride_component_1054,1,1,1,0,10.49,10.49,0,0,0.0,3.72,0.0,LOW_PRIORITY
ride_component_962,1,1,1,0,10.18,10.18,0,0,0.0,3.71,0.0,LOW_PRIORITY
ride_component_1352,1,1,1,0,10.39,10.39,0,0,0.0,3.7,0.0,LOW_PRIORITY
ride_component_1227,1,1,1,0,10.13,10.13,0,0,0.0,3.69,0.0,LOW_PRIORITY
ride_component_1381,1,1,1,0,10.12,10.12,0,0,0.0,3.69,0.0,LOW_PRIORITY
ride_component_1195,1,1,1,0,9.94,9.94,0,0,0.0,3.68,0.0,LOW_PRIORITY
ride_component_1501,1,1,1,0,9.93,9.93,0,0,0.0,3.68,0.0,LOW_PRIORITY
ride_component_1239,1,1,1,0,9.53,9.53,0,0,0.0,3.66,0.0,LOW_PRIORITY
ride_component_1448,1,1,1,0,9.59,9.59,0,0,0.0,3.66,0.0,LOW_PRIORITY
ride_component_1050,1,1,1,0,9.16,9.16,0,0,0.0,3.65,0.0,LOW_PRIORITY
ride_component_331,1,1,1,0,42.49,42.49,0,0,0.0,3.65,0.0,LOW_PRIORITY
ride_component_1167,1,1,1,0,9.12,9.12,0,0,0.0,3.64,0.0,LOW_PRIORITY
ride_component_1181,1,1,1,0,9.1,9.1,0,0,0.0,3.64,0.0,LOW_PRIORITY
ride_component_1384,1,1,1,0,9.24,9.24,0,0,0.0,3.64,0.0,LOW_PRIORITY
ride_component_1411,1,1,1,0,9.23,9.23,0,0,0.0,3.64,0.0,LOW_PRIORITY
ride_component_1130,1,1,1,0,9.0,9.0,0,0,0.0,3.63,0.0,LOW_PRIORITY
ride_component_56,1,1,1,0,38.86,38.86,0,0,0.0,3.63,0.0,LOW_PRIORITY
ride_component_1032,1,1,1,0,8.51,8.51,0,0,0.0,3.61,0.0,LOW_PRIORITY
ride_component_1052,1,1,1,0,8.48,8.48,0,0,0.0,3.61,0.0,LOW_PRIORITY
ride_component_1517,1,1,1,0,8.75,8.75,0,0,0.0,3.61,0.0,LOW_PRIORITY
ride_component_890,1,1,1,0,8.32,8.32,0,0,0.0,3.61,0.0,LOW_PRIORITY
ride_component_1083,1,1,1,0,8.41,8.41,0,0,0.0,3.6,0.0,LOW_PRIORITY
ride_component_1179,1,1,1,0,8.27,8.27,0,0,0.0,3.59,0.0,LOW_PRIORITY
ride_component_1188,1,1,1,0,8.26,8.26,0,0,0.0,3.59,0.0,LOW_PRIORITY
ride_component_1201,1,1,1,0,8.31,8.31,0,0,0.0,3.59,0.0,LOW_PRIORITY
ride_component_1302,1,1,1,0,8.34,8.34,0,0,0.0,3.59,0.0,LOW_PRIORITY
ride_component_1003,1,1,1,0,7.89,7.89,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_1272,1,1,1,0,8.17,8.17,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_1300,1,1,1,0,8.16,8.16,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_1348,1,1,1,0,8.12,8.12,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_1368,1,1,1,0,8.11,8.11,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_991,1,1,1,0,7.92,7.92,0,0,0.0,3.58,0.0,LOW_PRIORITY
ride_component_1399,1,1,1,0,8.09,8.09,0,0,0.0,3.57,0.0,LOW_PRIORITY
ride_component_1453,1,1,1,0,8.07,8.07,0,0,0.0,3.57,0.0,LOW_PRIORITY
ride_component_1484,1,1,1,0,8.06,8.06,0,0,0.0,3.57,0.0,LOW_PRIORITY
ride_component_1493,1,1,1,0,8.04,8.04,0,0,0.0,3.57,0.0,LOW_PRIORITY
ride_component_1017,1,1,1,0,7.52,7.52,0,0,0.0,3.55,0.0,LOW_PRIORITY
ride_component_1132,1,1,1,0,7.63,7.63,0,0,0.0,3.55,0.0,LOW_PRIORITY
ride_component_1164,1,1,1,0,7.61,7.61,0,0,0.0,3.55,0.0,LOW_PRIORITY
ride_component_1203,1,1,1,0,7.55,7.55,0,0,0.0,3.55,0.0,LOW_PRIORITY
ride_component_988,1,1,1,0,7.38,7.38,0,0,0.0,3.55,0.0,LOW_PRIORITY
ride_component_667,1,1,1,0,42.41,42.41,0,0,0.0,3.54,0.0,LOW_PRIORITY
ride_component_1247,1,1,1,0,41.83,41.83,0,0,0.0,3.47,0.0,LOW_PRIORITY
ride_component_713,1,1,1,0,40.72,40.72,0,0,0.0,3.47,0.0,LOW_PRIORITY
ride_component_407,1,1,1,0,35.85,35.85,0,0,0.0,3.38,0.0,LOW_PRIORITY
ride_component_399,1,1,1,0,34.04,34.04,0,0,0.0,3.32,0.0,LOW_PRIORITY
ride_component_629,1,1,1,0,35.57,35.57,0,0,0.0,3.3,0.0,LOW_PRIORITY
ride_component_899,1,1,1,0,36.31,36.31,0,0,0.0,3.29,0.0,LOW_PRIORITY
ride_component_159,1,1,1,0,30.85,30.85,0,0,0.0,3.28,0.0,LOW_PRIORITY
ride_component_672,1,1,1,0,34.64,34.64,0,0,0.0,3.26,0.0,LOW_PRIORITY
ride_component_842,1,1,1,0,35.1,35.1,0,0,0.0,3.25,0.0,LOW_PRIORITY
ride_component_853,1,1,1,0,35.11,35.11,0,0,0.0,3.25,0.0,LOW_PRIORITY
ride_component_158,1,1,1,0,29.05,29.05,0,0,0.0,3.21,0.0,LOW_PRIORITY
ride_component_722,1,1,1,0,33.44,33.44,0,0,0.0,3.21,0.0,LOW_PRIORITY
ride_component_735,1,1,1,0,33.58,33.58,0,0,0.0,3.21,0.0,LOW_PRIORITY
ride_component_132,1,1,1,0,27.9,27.9,0,0,0.0,3.18,0.0,LOW_PRIORITY
ride_component_450,1,1,1,0,29.95,29.95,0,0,0.0,3.15,0.0,LOW_PRIORITY
ride_component_939,1,1,1,0,31.66,31.66,0,0,0.0,3.12,0.0,LOW_PRIORITY
ride_component_1115,1,1,1,0,31.75,31.75,0,0,0.0,3.11,0.0,LOW_PRIORITY
ride_component_262,1,1,1,0,26.69,26.69,0,0,0.0,3.1,0.0,LOW_PRIORITY
ride_component_184,1,1,1,0,24.46,24.46,0,0,0.0,3.04,0.0,LOW_PRIORITY
ride_component_499,1,1,1,0,27.25,27.25,0,0,0.0,3.04,0.0,LOW_PRIORITY
ride_component_1049,1,1,1,0,29.37,29.37,0,0,0.0,3.03,0.0,LOW_PRIORITY
ride_component_341,1,1,1,0,25.11,25.11,0,0,0.0,3.02,0.0,LOW_PRIORITY
ride_component_635,1,1,1,0,27.28,27.28,0,0,0.0,3.0,0.0,LOW_PRIORITY
ride_component_984,1,1,1,0,27.83,27.83,0,0,0.0,2.98,0.0,LOW_PRIORITY
ride_component_130,1,1,1,0,22.06,22.06,0,0,0.0,2.97,0.0,LOW_PRIORITY
ride_component_467,1,1,1,0,23.42,23.42,0,0,0.0,2.91,0.0,LOW_PRIORITY
ride_component_186,1,1,1,0,20.61,20.61,0,0,0.0,2.9,0.0,LOW_PRIORITY
ride_component_727,1,1,1,0,24.25,24.25,0,0,0.0,2.88,0.0,LOW_PRIORITY
ride_component_965,1,1,1,0,24.78,24.78,0,0,0.0,2.87,0.0,LOW_PRIORITY
ride_component_782,1,1,1,0,23.94,23.94,0,0,0.0,2.86,0.0,LOW_PRIORITY
ride_component_809,1,1,1,0,23.5,23.5,0,0,0.0,2.84,0.0,LOW_PRIORITY
ride_component_532,1,1,1,0,21.66,21.66,0,0,0.0,2.83,0.0,LOW_PRIORITY
ride_component_616,1,1,1,0,22.24,22.24,0,0,0.0,2.83,0.0,LOW_PRIORITY
ride_component_895,1,1,1,0,23.06,23.06,0,0,0.0,2.81,0.0,LOW_PRIORITY
ride_component_1073,1,1,1,0,22.99,22.99,0,0,0.0,2.8,0.0,LOW_PRIORITY
ride_component_606,1,1,1,0,21.37,21.37,0,0,0.0,2.8,0.0,LOW_PRIORITY
ride_component_940,1,1,1,0,22.58,22.58,0,0,0.0,2.79,0.0,LOW_PRIORITY
ride_component_1137,1,1,1,0,22.17,22.17,0,0,0.0,2.77,0.0,LOW_PRIORITY
ride_component_562,1,1,1,0,20.17,20.17,0,0,0.0,2.77,0.0,LOW_PRIORITY
ride_component_556,1,1,1,0,20.04,20.04,0,0,0.0,2.76,0.0,LOW_PRIORITY
ride_component_1035,1,1,1,0,21.59,21.59,0,0,0.0,2.75,0.0,LOW_PRIORITY
ride_component_575,1,1,1,0,19.82,19.82,0,0,0.0,2.75,0.0,LOW_PRIORITY
ride_component_609,1,1,1,0,20.12,20.12,0,0,0.0,2.75,0.0,LOW_PRIORITY
ride_component_593,1,1,1,0,19.63,19.63,0,0,0.0,2.74,0.0,LOW_PRIORITY
ride_component_901,1,1,1,0,20.83,20.83,0,0,0.0,2.73,0.0,LOW_PRIORITY
ride_component_769,1,1,1,0,19.4,19.4,0,0,0.0,2.7,0.0,LOW_PRIORITY
ride_component_848,1,1,1,0,19.87,19.87,0,0,0.0,2.7,0.0,LOW_PRIORITY
ride_component_881,1,1,1,0,19.8,19.8,0,0,0.0,2.7,0.0,LOW_PRIORITY
ride_component_1206,1,1,1,0,20.0,20.0,0,0,0.0,2.69,0.0,LOW_PRIORITY
ride_component_664,1,1,1,0,18.74,18.74,0,0,0.0,2.69,0.0,LOW_PRIORITY
ride_component_1209,1,1,1,0,19.75,19.75,0,0,0.0,2.68,0.0,LOW_PRIORITY
ride_component_1238,1,1,1,0,19.64,19.64,0,0,0.0,2.68,0.0,LOW_PRIORITY
ride_component_1451,1,1,1,0,19.8,19.8,0,0,0.0,2.68,0.0,LOW_PRIORITY
ride_component_952,1,1,1,0,19.52,19.52,0,0,0.0,2.68,0.0,LOW_PRIORITY
ride_component_1186,1,1,1,0,19.52,19.52,0,0,0.0,2.67,0.0,LOW_PRIORITY
ride_component_1338,1,1,1,0,19.65,19.65,0,0,0.0,2.67,0.0,LOW_PRIORITY
ride_component_1425,1,1,1,0,19.6,19.6,0,0,0.0,2.67,0.0,LOW_PRIORITY
ride_component_882,1,1,1,0,19.11,19.11,0,0,0.0,2.67,0.0,LOW_PRIORITY
ride_component_729,1,1,1,0,18.14,18.14,0,0,0.0,2.66,0.0,LOW_PRIORITY
ride_component_914,1,1,1,0,18.8,18.8,0,0,0.0,2.66,0.0,LOW_PRIORITY
