pair_id,driver_id,customer_id,evidence_type,observed_value,expected_value,threshold,score_contribution,data_quality_level,description
ba3dd8516d33712f||afd48ca3d7462ca6,ba3dd8516d33712f,afd48ca3d7462ca6,KB-C_SUPERFAST_GAP,-210.83333333333334,,5.0,36.5,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f570d1f2b4f754fe||61f882ceb4384cd2,f570d1f2b4f754fe,61f882ceb4384cd2,KB-C_SUPERFAST_GAP,-508.96666666666664,,5.0,47.9,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
a0b43bafe3582324||3c0f644d605d7bab,a0b43bafe3582324,3c0f644d605d7bab,KB-C_SUPERFAST_GAP,-1062.0166666666667,,5.0,40.03,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
029085d5e2a48678||e53349cbaf1a64ad,029085d5e2a48678,e53349cbaf1a64ad,KB-C_SUPERFAST_GAP,-37.35,,5.0,36.56,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
da6fe6a511808fd0||ae21ee12826bdc6e,da6fe6a511808fd0,ae21ee12826bdc6e,KB-C_SUPERFAST_GAP,-238.43333333333334,,5.0,38.75,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b3a852ae65f064c8||a4276b2b13f59fbb,b3a852ae65f064c8,a4276b2b13f59fbb,KB-C_SUPERFAST_GAP,-806.5333333333333,,5.0,47.4,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d69c518bb874969b||cf4ed370c7c89d68,d69c518bb874969b,cf4ed370c7c89d68,KB-C_SUPERFAST_GAP,-415.51666666666665,,5.0,48.87,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
c3a7827c60bef9aa||1fd25e8eee9a67af,c3a7827c60bef9aa,1fd25e8eee9a67af,KB-C_SUPERFAST_GAP,-410.78333333333336,,5.0,39.52,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d73584683097cb0f||e2d1ec8c0b19fa79,d73584683097cb0f,e2d1ec8c0b19fa79,KB-C_SUPERFAST_GAP,-22.883333333333333,,5.0,39.35,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
15c72372f4ebc17d||67d0f9dcd3cd733f,15c72372f4ebc17d,67d0f9dcd3cd733f,KB-C_SUPERFAST_GAP,-525.2,,5.0,43.65,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d668255acfdeddff||ea664b06d4c9f652,d668255acfdeddff,ea664b06d4c9f652,KB-C_SUPERFAST_GAP,-4.833333333333333,,5.0,43.81,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9c8688935f340e53||6bee3f20a83ae153,9c8688935f340e53,6bee3f20a83ae153,KB-C_SUPERFAST_GAP,-500.21666666666664,,5.0,47.89,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
0efdf72fcb6bbbc0||80ac44fef859617c,0efdf72fcb6bbbc0,80ac44fef859617c,KB-C_SUPERFAST_GAP,-353.85,,5.0,37.66,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f12c86ab2bcf8178||4f792e94c929ebe1,f12c86ab2bcf8178,4f792e94c929ebe1,KB-C_SUPERFAST_GAP,-137.53333333333333,,5.0,36.42,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
681891fa8aa9f41b||cdd356ed4c426591,681891fa8aa9f41b,cdd356ed4c426591,KB-C_SUPERFAST_GAP,-504.1,,5.0,46.67,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
66e2ec6894eed7c0||28ebe69d0f9395e8,66e2ec6894eed7c0,28ebe69d0f9395e8,KB-C_SUPERFAST_GAP,-1.45,,5.0,57.88,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9295bda703ebb07c||06bcb3d0402c09a7,9295bda703ebb07c,06bcb3d0402c09a7,KB-C_SUPERFAST_GAP,-594.05,,5.0,42.09,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
46d710c9a788b55a||3049b5d3c3aa8811,46d710c9a788b55a,3049b5d3c3aa8811,KB-C_SUPERFAST_GAP,-486.4,,5.0,43.07,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
46d710c9a788b55a||3d7af27860ef2eb2,46d710c9a788b55a,3d7af27860ef2eb2,KB-C_SUPERFAST_GAP,-119.83333333333333,,5.0,43.07,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b08523ead717660e||093d104d8bceda7e,b08523ead717660e,093d104d8bceda7e,KB-C_SUPERFAST_GAP,-440.76666666666665,,5.0,44.14,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
7a9e250ff00850e1||2b7015872e692b24,7a9e250ff00850e1,2b7015872e692b24,KB-C_SUPERFAST_GAP,-859.5833333333334,,5.0,46.62,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b462eb79e1d911b1||45ff5f1734fd4ab0,b462eb79e1d911b1,45ff5f1734fd4ab0,KB-C_SUPERFAST_GAP,-320.56666666666666,,5.0,41.49,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
e1971c9d6276d445||70493717aae4412c,e1971c9d6276d445,70493717aae4412c,KB-C_SUPERFAST_GAP,-917.8666666666667,,5.0,42.43,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
6ab382d48ce5fb4c||441fb4d1592c46ac,6ab382d48ce5fb4c,441fb4d1592c46ac,KB-C_SUPERFAST_GAP,-531.3833333333333,,5.0,47.61,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
76b838517a5803d0||d8c18320795c6631,76b838517a5803d0,d8c18320795c6631,KB-C_SUPERFAST_GAP,-630.8166666666667,,5.0,47.72,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
065c763e856f1601||d4451c264d27d378,065c763e856f1601,d4451c264d27d378,KB-C_SUPERFAST_GAP,-62.11666666666667,,5.0,51.28,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b9162eacd69bdaf3||516d43dec7f530fd,b9162eacd69bdaf3,516d43dec7f530fd,KB-C_SUPERFAST_GAP,-744.0666666666667,,5.0,54.37,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
2e99294ba536730c||356007fd38805236,2e99294ba536730c,356007fd38805236,KB-C_SUPERFAST_GAP,-380.7,,5.0,43.14,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
5d515db124cc38be||9c2725262345c6e5,5d515db124cc38be,9c2725262345c6e5,KB-C_SUPERFAST_GAP,-597.3833333333333,,5.0,37.77,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9292c8471f83af23||2e75c4d7e1521fbd,9292c8471f83af23,2e75c4d7e1521fbd,KB-C_SUPERFAST_GAP,-145.86666666666667,,5.0,44.45,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d0ffcfc1dd0cd0d5||e7ecf049b876ba58,d0ffcfc1dd0cd0d5,e7ecf049b876ba58,KB-C_SUPERFAST_GAP,-744.9666666666667,,5.0,47.2,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
ca17e1d5cd2e53e6||4f5bd502c05ce442,ca17e1d5cd2e53e6,4f5bd502c05ce442,KB-C_SUPERFAST_GAP,-808.3166666666667,,5.0,39.36,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
670ccfa187cb9d5c||0843557ca38fe4d5,670ccfa187cb9d5c,0843557ca38fe4d5,KB-C_SUPERFAST_GAP,-1302.05,,5.0,41.12,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
8dde76fb68a4e97a||1d5acfebf79d2c9b,8dde76fb68a4e97a,1d5acfebf79d2c9b,KB-C_SUPERFAST_GAP,-304.23333333333335,,5.0,43.54,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
1f750ea67820917a||68d2dc28899fbe71,1f750ea67820917a,68d2dc28899fbe71,KB-C_SUPERFAST_GAP,-711.65,,5.0,50.68,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
074f9586d4df4699||e86bb846ddac97d1,074f9586d4df4699,e86bb846ddac97d1,KB-C_SUPERFAST_GAP,-837.3333333333334,,5.0,39.89,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
1f8e872b216ce0ae||83fdc59c5686db7a,1f8e872b216ce0ae,83fdc59c5686db7a,KB-C_SUPERFAST_GAP,-823.3166666666667,,5.0,40.27,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
4401adf7b70fb6a8||796d1a27851b23b4,4401adf7b70fb6a8,796d1a27851b23b4,KB-C_SUPERFAST_GAP,-610.7333333333333,,5.0,38.94,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
49f69971c6bb3597||ff821cfa12f681b2,49f69971c6bb3597,ff821cfa12f681b2,KB-C_SUPERFAST_GAP,-630.4166666666666,,5.0,38.57,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f7b431bb96c6377d||b5a78a8c2aa08e09,f7b431bb96c6377d,b5a78a8c2aa08e09,KB-C_SUPERFAST_GAP,-603.1166666666667,,5.0,44.53,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
4ee67ef6ecca0555||20f0fb56e7906991,4ee67ef6ecca0555,20f0fb56e7906991,KB-C_SUPERFAST_GAP,-681.5,,5.0,42.78,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b58e2dbe682d2262||98205a1acb3fa35f,b58e2dbe682d2262,98205a1acb3fa35f,KB-C_SUPERFAST_GAP,-607.7,,5.0,42.11,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
22fa09e4ce792dba||41417783c37fc064,22fa09e4ce792dba,41417783c37fc064,KB-C_SUPERFAST_GAP,-988.3,,5.0,40.55,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
e7f4644f5961f254||50490fc62991d973,e7f4644f5961f254,50490fc62991d973,KB-C_SUPERFAST_GAP,-393.71666666666664,,5.0,35.66,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
c2a5f5908f8297b6||416ba3aa38b45ef4,c2a5f5908f8297b6,416ba3aa38b45ef4,KB-C_SUPERFAST_GAP,-885.3166666666667,,5.0,40.98,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
39f09ad8625c0a20||e8e5e79752c96140,39f09ad8625c0a20,e8e5e79752c96140,KB-C_SUPERFAST_GAP,-1276.5,,5.0,43.89,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
93f706c50ef14859||7194bc1945d649c5,93f706c50ef14859,7194bc1945d649c5,KB-C_SUPERFAST_GAP,-507.6,,5.0,45.02,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
837d494a8cc048a9||df03895f23241ab8,837d494a8cc048a9,df03895f23241ab8,KB-C_SUPERFAST_GAP,-903.05,,5.0,42.98,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
7a9c92e767878489||4e954721a4054e84,7a9c92e767878489,4e954721a4054e84,KB-C_SUPERFAST_GAP,-392.43333333333334,,5.0,33.03,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
233ee0c48d4846e1||0ecf0f70cda3f5a7,233ee0c48d4846e1,0ecf0f70cda3f5a7,KB-C_SUPERFAST_GAP,-638.65,,5.0,39.54,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
7adbde9054d5f77a||a65a6a06b713db93,7adbde9054d5f77a,a65a6a06b713db93,KB-C_SUPERFAST_GAP,-319.46666666666664,,5.0,40.05,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
839d8448b00b8529||2d9edea3207d3a8f,839d8448b00b8529,2d9edea3207d3a8f,KB-C_SUPERFAST_GAP,-371.65,,5.0,47.18,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
250335eeec9709f8||9300a0d64f940465,250335eeec9709f8,9300a0d64f940465,KB-C_SUPERFAST_GAP,-36.15,,5.0,42.85,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
482a087a911b48db||f5de01d5035cf29d,482a087a911b48db,f5de01d5035cf29d,KB-C_SUPERFAST_GAP,-595.05,,5.0,40.71,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
21164a1333e62406||2b41df2d36a53608,21164a1333e62406,2b41df2d36a53608,KB-C_SUPERFAST_GAP,-348.75,,5.0,38.36,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
49ac003a891fec94||64acbb8c9f04432a,49ac003a891fec94,64acbb8c9f04432a,KB-C_SUPERFAST_GAP,-681.0,,5.0,48.24,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
3152712928c6fdd5||b51d5a0ed8e4db45,3152712928c6fdd5,b51d5a0ed8e4db45,KB-C_SUPERFAST_GAP,-548.9,,5.0,44.16,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
a0b07bbebfa3d791||cc2f8a8300a5484e,a0b07bbebfa3d791,cc2f8a8300a5484e,KB-C_SUPERFAST_GAP,-129.78333333333333,,5.0,39.4,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
5070495369e160cf||abff53738c51780b,5070495369e160cf,abff53738c51780b,KB-C_SUPERFAST_GAP,-779.4666666666667,,5.0,46.93,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
27b9cc48959d1359||8f78a03c3f554447,27b9cc48959d1359,8f78a03c3f554447,KB-C_SUPERFAST_GAP,-728.7833333333333,,5.0,48.99,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
347264c45064cdd1||c81b8f640a0f302b,347264c45064cdd1,c81b8f640a0f302b,KB-C_SUPERFAST_GAP,-974.35,,5.0,40.05,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
fcd7020e4c4a53d0||a5f2000b4df1374d,fcd7020e4c4a53d0,a5f2000b4df1374d,KB-C_SUPERFAST_GAP,-696.1333333333333,,5.0,39.48,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
93304041b749303c||9b994bed56abdc1d,93304041b749303c,9b994bed56abdc1d,KB-C_SUPERFAST_GAP,-596.2333333333333,,5.0,40.31,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
26e89cb7b9a36e47||8bf8bc97a375b8f3,26e89cb7b9a36e47,8bf8bc97a375b8f3,KB-C_SUPERFAST_GAP,-283.15,,5.0,41.36,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f2117533b66578a9||7c48a7ccf2bdecc8,f2117533b66578a9,7c48a7ccf2bdecc8,KB-C_SUPERFAST_GAP,-387.05,,5.0,44.41,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
e2239f66d16bad25||6992ca49dff46d60,e2239f66d16bad25,6992ca49dff46d60,KB-C_SUPERFAST_GAP,-823.5166666666667,,5.0,44.34,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
063ff34d1a31f562||d54d36abde06a63f,063ff34d1a31f562,d54d36abde06a63f,KB-C_SUPERFAST_GAP,-111.85,,5.0,37.28,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
33caad945262f762||f0eb9c89a8f88566,33caad945262f762,f0eb9c89a8f88566,KB-C_SUPERFAST_GAP,-406.85,,5.0,45.94,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
97e064518e105a83||65cc0724efd3100e,97e064518e105a83,65cc0724efd3100e,KB-C_SUPERFAST_GAP,-551.0,,5.0,37.59,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
253a044ce34379a0||a23a48da79e21063,253a044ce34379a0,a23a48da79e21063,KB-C_SUPERFAST_GAP,-11.55,,5.0,34.04,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
530c45f460a50fe5||75616316b281cd1e,530c45f460a50fe5,75616316b281cd1e,KB-C_SUPERFAST_GAP,-654.85,,5.0,43.52,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
596d68d26c54db44||be46a853dc66eec8,596d68d26c54db44,be46a853dc66eec8,KB-C_SUPERFAST_GAP,-743.5333333333333,,5.0,40.19,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
e8f54b3c7b58608b||e75e1c9234c57a63,e8f54b3c7b58608b,e75e1c9234c57a63,KB-C_SUPERFAST_GAP,-447.06666666666666,,5.0,40.25,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
83d08e845496ece2||e91b2b6e5c8d8602,83d08e845496ece2,e91b2b6e5c8d8602,KB-C_SUPERFAST_GAP,-480.5,,5.0,47.57,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
11b50a1dcf024312||a55c8c915d03b9b9,11b50a1dcf024312,a55c8c915d03b9b9,KB-C_SUPERFAST_GAP,-614.2333333333333,,5.0,38.98,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
73021c54dda571ae||cab98da4250978f3,73021c54dda571ae,cab98da4250978f3,KB-C_SUPERFAST_GAP,-715.7333333333333,,5.0,34.0,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
6b09a7a88829d6c3||2a960e72f4e8a6ab,6b09a7a88829d6c3,2a960e72f4e8a6ab,KB-C_SUPERFAST_GAP,-527.05,,5.0,44.37,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
aa7f21a21bd89e8a||1cfb227996e9a502,aa7f21a21bd89e8a,1cfb227996e9a502,KB-C_SUPERFAST_GAP,-699.35,,5.0,38.47,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
6afdb11e3d876037||aed8f87c6814e94e,6afdb11e3d876037,aed8f87c6814e94e,KB-C_SUPERFAST_GAP,-491.25,,5.0,39.8,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
ccc97fea07ecb8f0||384f5d5d60bfbc7b,ccc97fea07ecb8f0,384f5d5d60bfbc7b,KB-C_SUPERFAST_GAP,-327.8666666666667,,5.0,47.02,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
2f85606b0b41346a||b63183afa1c5fccc,2f85606b0b41346a,b63183afa1c5fccc,KB-C_SUPERFAST_GAP,-3.433333333333333,,5.0,48.09,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9f37b557221202c5||d72a8d2ed5ce706f,9f37b557221202c5,d72a8d2ed5ce706f,KB-C_SUPERFAST_GAP,-196.88333333333333,,5.0,39.27,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
ccf75c31af4079eb||d147869648f3e847,ccf75c31af4079eb,d147869648f3e847,KB-C_SUPERFAST_GAP,-444.95,,5.0,39.77,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d75a3daa79605185||b6cb99f649541fd0,d75a3daa79605185,b6cb99f649541fd0,KB-C_SUPERFAST_GAP,-444.18333333333334,,5.0,45.34,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
dd9402e53f9c96fa||8ff13517f3d40fe8,dd9402e53f9c96fa,8ff13517f3d40fe8,KB-C_SUPERFAST_GAP,-754.7,,5.0,43.76,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
62e53009279d220f||b8ad41032c8bb07e,62e53009279d220f,b8ad41032c8bb07e,KB-C_SUPERFAST_GAP,-674.8166666666667,,5.0,41.32,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
5a53b9681461213b||f8de7259c804067c,5a53b9681461213b,f8de7259c804067c,KB-C_SUPERFAST_GAP,-237.4,,5.0,35.68,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
679e5be8a5c259d1||ea79424362ac4271,679e5be8a5c259d1,ea79424362ac4271,KB-C_SUPERFAST_GAP,-906.3166666666667,,5.0,41.55,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
023f52e48d1ad128||784ca6b743abf41b,023f52e48d1ad128,784ca6b743abf41b,KB-C_SUPERFAST_GAP,-6.416666666666667,,5.0,30.92,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b6244cab15f690aa||cdd6f632560019c8,b6244cab15f690aa,cdd6f632560019c8,KB-C_SUPERFAST_GAP,-824.4833333333333,,5.0,42.52,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
47af867ce877154c||b8acd8e32b760a2b,47af867ce877154c,b8acd8e32b760a2b,KB-C_SUPERFAST_GAP,-731.5833333333334,,5.0,43.48,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
1ea6e292782a86d5||ea398e884a5cb21d,1ea6e292782a86d5,ea398e884a5cb21d,KB-C_SUPERFAST_GAP,-615.0166666666667,,5.0,38.3,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
04a9ec6821110c1f||f89b8475159ebc99,04a9ec6821110c1f,f89b8475159ebc99,KB-C_SUPERFAST_GAP,-587.3666666666667,,5.0,42.44,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
7bb07e94d0706fca||d5e6a4de2d95b199,7bb07e94d0706fca,d5e6a4de2d95b199,KB-C_SUPERFAST_GAP,-590.3333333333334,,5.0,43.94,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
63c41aad7b8121a5||036762349cc59d3a,63c41aad7b8121a5,036762349cc59d3a,KB-C_SUPERFAST_GAP,-1015.0666666666667,,5.0,41.81,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9715aaceb208ed3b||72e5f7c066605741,9715aaceb208ed3b,72e5f7c066605741,KB-C_SUPERFAST_GAP,-802.8833333333333,,5.0,51.02,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
d2a0b9232e5e615d||7e9ba7301aa6c3db,d2a0b9232e5e615d,7e9ba7301aa6c3db,KB-C_SUPERFAST_GAP,-458.1333333333333,,5.0,45.48,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
0fece9ac92bc431b||e69de64123980b5d,0fece9ac92bc431b,e69de64123980b5d,KB-C_SUPERFAST_GAP,-591.9833333333333,,5.0,41.5,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
666a3092872a7877||c1de173350852133,666a3092872a7877,c1de173350852133,KB-C_SUPERFAST_GAP,-777.05,,5.0,45.87,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
b62beeb5e4a0a91d||4d3597b64605c678,b62beeb5e4a0a91d,4d3597b64605c678,KB-C_SUPERFAST_GAP,-818.4666666666667,,5.0,43.56,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
40acf18c210f9269||dfed23b230b12326,40acf18c210f9269,dfed23b230b12326,KB-C_SUPERFAST_GAP,-315.8666666666667,,5.0,45.79,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
373ad0220443d475||b1906e333b1b538a,373ad0220443d475,b1906e333b1b538a,KB-C_SUPERFAST_GAP,-651.7166666666667,,5.0,42.8,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
98e1dbccc7c2d84d||e51fea4ca35416df,98e1dbccc7c2d84d,e51fea4ca35416df,KB-C_SUPERFAST_GAP,-624.8166666666667,,5.0,41.18,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
4998891c6eccbae1||577e3dd10256eff0,4998891c6eccbae1,577e3dd10256eff0,KB-C_SUPERFAST_GAP,-134.68333333333334,,5.0,48.44,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f51a4b899a8b26d2||6b4cce38949460b4,f51a4b899a8b26d2,6b4cce38949460b4,KB-C_SUPERFAST_GAP,-273.03333333333336,,5.0,39.34,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
6c679f8098174d61||cb8c28650e82baf4,6c679f8098174d61,cb8c28650e82baf4,KB-C_SUPERFAST_GAP,-534.2666666666667,,5.0,32.84,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
9d4234a0593d9077||b041109911d8eeb1,9d4234a0593d9077,b041109911d8eeb1,KB-C_SUPERFAST_GAP,-434.23333333333335,,5.0,41.82,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
dfb6017f141cf05c||c6cebe3f1d7fb8a9,dfb6017f141cf05c,c6cebe3f1d7fb8a9,KB-C_SUPERFAST_GAP,-1011.3333333333334,,5.0,43.65,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
75cbc3a1f0cd5b16||21fbae063205e268,75cbc3a1f0cd5b16,21fbae063205e268,KB-C_SUPERFAST_GAP,-1247.1,,5.0,42.54,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
f80ed75cef63332a||88b43c23bc92d791,f80ed75cef63332a,88b43c23bc92d791,KB-C_SUPERFAST_GAP,-750.6,,5.0,44.6,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
6545cf2c835690bc||b6c116861942e779,6545cf2c835690bc,b6c116861942e779,KB-C_SUPERFAST_GAP,-174.2,,5.0,38.72,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
8068bcfea8935975||9d8a7e5ca81b102c,8068bcfea8935975,9d8a7e5ca81b102c,KB-C_SUPERFAST_GAP,-319.95,,5.0,45.31,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
2ec1650f4033afec||c46fd92ce5728643,2ec1650f4033afec,c46fd92ce5728643,KB-C_SUPERFAST_GAP,-422.28333333333336,,5.0,43.95,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
bf3ff0bf492c40fa||140e3d16950f86e2,bf3ff0bf492c40fa,140e3d16950f86e2,KB-C_SUPERFAST_GAP,-165.55,,5.0,36.95,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
db99c1784ff63592||dd254fed1559323f,db99c1784ff63592,dd254fed1559323f,KB-C_SUPERFAST_GAP,-370.8333333333333,,5.0,38.66,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
667b20067d547094||c6da2b546cd21f06,667b20067d547094,c6da2b546cd21f06,KB-C_SUPERFAST_GAP,-444.98333333333335,,5.0,38.48,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
e15717a62f290fbb||1a3f2da8d72ab761,e15717a62f290fbb,1a3f2da8d72ab761,KB-C_SUPERFAST_GAP,-530.0,,5.0,45.99,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
85a664bf6f87b6dd||80653c2dbf291c8f,85a664bf6f87b6dd,80653c2dbf291c8f,KB-C_SUPERFAST_GAP,-615.0166666666667,,5.0,42.12,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
1404cdecd1b7c27d||2f6171158c63a40b,1404cdecd1b7c27d,2f6171158c63a40b,KB-C_SUPERFAST_GAP,-1068.1,,5.0,38.51,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
13ddec0fff826b54||3aa4200977035ca2,13ddec0fff826b54,3aa4200977035ca2,KB-C_SUPERFAST_GAP,-623.5833333333334,,5.0,46.31,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
709d587d6d63c90f||4ab83b03e3c1712a,709d587d6d63c90f,4ab83b03e3c1712a,KB-C_SUPERFAST_GAP,-714.45,,5.0,40.13,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
3eb2a21c2fc0608d||cff13c81d6f29727,3eb2a21c2fc0608d,cff13c81d6f29727,KB-C_SUPERFAST_GAP,-649.6666666666666,,5.0,38.93,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
486ee9e0be7cb98c||2aee074cc5e5cbd5,486ee9e0be7cb98c,2aee074cc5e5cbd5,KB-C_SUPERFAST_GAP,-626.5833333333334,,5.0,42.94,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
435cc5cc97ca97bd||89cd2ff7dfe55988,435cc5cc97ca97bd,89cd2ff7dfe55988,KB-C_SUPERFAST_GAP,-360.8666666666667,,5.0,37.41,derived,Driver-customer pair creates consecutive trips too quickly to look operationally normal.
